barcode	date	Row	Column	well	cell_count__total	corpse_count	cell_count__dead	cell_count
MH1_01	2016-06-06 12:34:56	8	5	H05	509.0	31.0	14.0	495.0
MH1_01	2016-06-06 12:34:56	8	6	H06	521.0	33.0	14.0	507.0
MH1_01	2016-06-06 12:34:56	8	7	H07	504.0	34.0	12.0	492.0
MH1_01	2016-06-06 12:34:56	8	8	H08	512.0	33.0	16.0	496.0
MH1_01	2016-06-06 12:34:56	8	9	H09	521.0	32.0	12.0	509.0
MH1_01	2016-06-06 12:34:56	8	10	H10	510.0	33.0	15.0	495.0
MH1_01	2016-06-06 12:34:56	8	11	H11	538.0	32.0	13.0	525.0
MH1_01	2016-06-06 12:34:56	8	12	H12	512.0	29.0	14.0	498.0
MH1_01	2016-06-06 12:34:56	8	13	H13	491.0	44.0	13.0	478.0
MH1_01	2016-06-06 12:34:56	8	14	H14	505.0	30.0	12.0	493.0
MH1_01	2016-06-06 12:34:56	8	15	H15	511.0	36.0	14.0	497.0
MH1_01	2016-06-06 12:34:56	8	16	H16	509.0	37.0	13.0	496.0
MH1_01	2016-06-06 12:34:56	8	17	H17	517.0	27.0	14.0	503.0
MH1_01	2016-06-06 12:34:56	8	18	H18	522.0	36.0	14.0	508.0
MH1_01	2016-06-06 12:34:56	8	19	H19	501.0	33.0	15.0	486.0
MH1_01	2016-06-06 12:34:56	8	20	H20	525.0	29.0	9.0	516.0
MH1_01	2016-06-06 12:34:56	8	21	H21	483.0	42.0	15.0	468.0
MH1_01	2016-06-06 12:34:56	8	22	H22	507.0	37.0	16.0	491.0
MH1_01	2016-06-06 12:34:56	9	3	I03	509.0	27.0	13.0	496.0
MH1_01	2016-06-06 12:34:56	9	4	I04	516.0	33.0	12.0	504.0
MH1_01	2016-06-06 12:34:56	9	5	I05	496.0	35.0	14.0	482.0
MH1_01	2016-06-06 12:34:56	9	6	I06	478.0	44.0	15.0	463.0
MH1_01	2016-06-06 12:34:56	9	7	I07	533.0	42.0	16.0	517.0
MH1_01	2016-06-06 12:34:56	9	8	I08	486.0	34.0	12.0	474.0
MH1_01	2016-06-06 12:34:56	9	9	I09	502.0	29.0	11.0	491.0
MH1_01	2016-06-06 12:34:56	9	10	I10	518.0	28.0	9.0	509.0
MH1_01	2016-06-06 12:34:56	9	11	I11	516.0	40.0	14.0	502.0
MH1_01	2016-06-06 12:34:56	9	12	I12	525.0	31.0	13.0	512.0
MH1_01	2016-06-06 12:34:56	9	13	I13	502.0	34.0	14.0	488.0
MH1_01	2016-06-06 12:34:56	9	14	I14	482.0	28.0	8.0	474.0
MH1_01	2016-06-06 12:34:56	9	15	I15	534.0	36.0	10.0	524.0
MH1_01	2016-06-06 12:34:56	9	16	I16	523.0	32.0	7.0	516.0
MH1_01	2016-06-06 12:34:56	9	17	I17	520.0	30.0	14.0	506.0
MH1_01	2016-06-06 12:34:56	9	18	I18	494.0	33.0	13.0	481.0
MH1_01	2016-06-06 12:34:56	9	19	I19	506.0	37.0	11.0	495.0
MH1_01	2016-06-06 12:34:56	9	20	I20	524.0	32.0	10.0	514.0
MH1_01	2016-06-06 12:34:56	9	21	I21	526.0	38.0	14.0	512.0
MH1_01	2016-06-06 12:34:56	9	22	I22	493.0	35.0	9.0	484.0
MH1_01	2016-06-06 12:34:56	10	3	J03	524.0	37.0	12.0	512.0
MH1_01	2016-06-06 12:34:56	10	4	J04	498.0	39.0	17.0	481.0
MH1_01	2016-06-06 12:34:56	10	5	J05	535.0	33.0	13.0	522.0
MH1_01	2016-06-06 12:34:56	10	6	J06	509.0	29.0	12.0	497.0
MH1_01	2016-06-06 12:34:56	10	7	J07	525.0	27.0	13.0	512.0
MH1_01	2016-06-06 12:34:56	10	8	J08	511.0	32.0	16.0	495.0
MH1_01	2016-06-06 12:34:56	10	9	J09	510.0	38.0	17.0	493.0
MH1_01	2016-06-06 12:34:56	10	10	J10	501.0	26.0	9.0	492.0
MH1_01	2016-06-06 12:34:56	10	11	J11	472.0	49.0	13.0	459.0
MH1_01	2016-06-06 12:34:56	10	12	J12	488.0	32.0	14.0	474.0
MH1_01	2016-06-06 12:34:56	10	13	J13	524.0	30.0	14.0	510.0
MH1_01	2016-06-06 12:34:56	10	14	J14	522.0	32.0	13.0	509.0
MH1_01	2016-06-06 12:34:56	10	15	J15	482.0	38.0	13.0	469.0
MH1_01	2016-06-06 12:34:56	10	16	J16	500.0	35.0	17.0	483.0
MH1_01	2016-06-06 12:34:56	10	17	J17	515.0	35.0	13.0	502.0
MH1_01	2016-06-06 12:34:56	10	18	J18	506.0	31.0	15.0	491.0
MH1_01	2016-06-06 12:34:56	10	19	J19	495.0	35.0	12.0	483.0
MH1_01	2016-06-06 12:34:56	10	20	J20	541.0	32.0	12.0	529.0
MH1_01	2016-06-06 12:34:56	10	21	J21	508.0	33.0	14.0	494.0
MH1_01	2016-06-06 12:34:56	10	22	J22	495.0	33.0	11.0	484.0
MH1_01	2016-06-06 12:34:56	11	3	K03	526.0	34.0	12.0	514.0
MH1_01	2016-06-06 12:34:56	11	4	K04	513.0	38.0	15.0	498.0
MH1_01	2016-06-06 12:34:56	11	5	K05	518.0	34.0	13.0	505.0
MH1_01	2016-06-06 12:34:56	11	6	K06	526.0	30.0	12.0	514.0
MH1_01	2016-06-06 12:34:56	11	7	K07	480.0	48.0	16.0	464.0
MH1_01	2016-06-06 12:34:56	11	8	K08	511.0	30.0	14.0	497.0
MH1_01	2016-06-06 12:34:56	11	9	K09	508.0	37.0	14.0	494.0
MH1_01	2016-06-06 12:34:56	11	10	K10	495.0	30.0	13.0	482.0
MH1_01	2016-06-06 12:34:56	11	11	K11	495.0	40.0	13.0	482.0
MH1_01	2016-06-06 12:34:56	11	12	K12	546.0	36.0	11.0	535.0
MH1_01	2016-06-06 12:34:56	11	13	K13	509.0	31.0	14.0	495.0
MH1_01	2016-06-06 12:34:56	11	14	K14	533.0	27.0	11.0	522.0
MH1_01	2016-06-06 12:34:56	11	15	K15	529.0	33.0	12.0	517.0
MH1_01	2016-06-06 12:34:56	11	16	K16	529.0	28.0	10.0	519.0
MH1_01	2016-06-06 12:34:56	11	17	K17	490.0	34.0	11.0	479.0
MH1_01	2016-06-06 12:34:56	11	18	K18	522.0	40.0	14.0	508.0
MH1_01	2016-06-06 12:34:56	11	19	K19	504.0	32.0	13.0	491.0
MH1_01	2016-06-06 12:34:56	11	20	K20	476.0	44.0	11.0	465.0
MH1_01	2016-06-06 12:34:56	11	21	K21	516.0	42.0	16.0	500.0
MH1_01	2016-06-06 12:34:56	11	22	K22	524.0	36.0	15.0	509.0
MH1_01	2016-06-06 12:34:56	12	3	L03	532.0	34.0	14.0	518.0
MH1_01	2016-06-06 12:34:56	12	4	L04	504.0	32.0	14.0	490.0
MH1_01	2016-06-06 12:34:56	12	5	L05	508.0	34.0	13.0	495.0
MH1_01	2016-06-06 12:34:56	12	6	L06	511.0	39.0	12.0	499.0
MH1_01	2016-06-06 12:34:56	12	7	L07	509.0	29.0	10.0	499.0
MH1_01	2016-06-06 12:34:56	12	8	L08	497.0	34.0	15.0	482.0
MH1_01	2016-06-06 12:34:56	12	9	L09	487.0	33.0	13.0	474.0
MH1_01	2016-06-06 12:34:56	12	10	L10	526.0	35.0	12.0	514.0
MH1_01	2016-06-06 12:34:56	12	11	L11	514.0	29.0	13.0	501.0
MH1_01	2016-06-06 12:34:56	12	12	L12	485.0	36.0	12.0	473.0
MH1_01	2016-06-06 12:34:56	12	13	L13	540.0	28.0	9.0	531.0
MH1_01	2016-06-06 12:34:56	12	14	L14	485.0	38.0	12.0	473.0
MH1_01	2016-06-06 12:34:56	12	15	L15	553.0	33.0	14.0	539.0
MH1_01	2016-06-06 12:34:56	12	16	L16	499.0	29.0	11.0	488.0
MH1_01	2016-06-06 12:34:56	12	17	L17	508.0	39.0	14.0	494.0
MH1_01	2016-06-06 12:34:56	12	18	L18	520.0	30.0	11.0	509.0
MH1_01	2016-06-06 12:34:56	12	19	L19	510.0	30.0	12.0	498.0
MH1_01	2016-06-06 12:34:56	12	20	L20	504.0	29.0	14.0	490.0
MH1_01	2016-06-06 12:34:56	12	21	L21	505.0	36.0	14.0	491.0
MH1_01	2016-06-06 12:34:56	12	22	L22	509.0	35.0	13.0	496.0
MH1_01	2016-06-06 12:34:56	13	3	M03	470.0	54.0	14.0	456.0
MH1_01	2016-06-06 12:34:56	13	4	M04	496.0	31.0	13.0	483.0
MH1_01	2016-06-06 12:34:56	13	5	M05	504.0	34.0	10.0	494.0
MH1_01	2016-06-06 12:34:56	13	6	M06	517.0	34.0	13.0	504.0
MH1_01	2016-06-06 12:34:56	13	7	M07	526.0	29.0	12.0	514.0
MH1_01	2016-06-06 12:34:56	13	8	M08	529.0	42.0	16.0	513.0
MH1_01	2016-06-06 12:34:56	13	9	M09	522.0	41.0	17.0	505.0
MH1_01	2016-06-06 12:34:56	13	10	M10	498.0	29.0	12.0	486.0
MH1_01	2016-06-06 12:34:56	13	11	M11	503.0	31.0	15.0	488.0
MH1_01	2016-06-06 12:34:56	13	12	M12	485.0	35.0	13.0	472.0
MH1_01	2016-06-06 12:34:56	13	13	M13	523.0	29.0	11.0	512.0
MH1_01	2016-06-06 12:34:56	13	14	M14	510.0	29.0	12.0	498.0
MH1_01	2016-06-06 12:34:56	13	15	M15	543.0	28.0	11.0	532.0
MH1_01	2016-06-06 12:34:56	13	16	M16	518.0	34.0	12.0	506.0
MH1_01	2016-06-06 12:34:56	13	17	M17	473.0	53.0	11.0	462.0
MH1_01	2016-06-06 12:34:56	13	18	M18	515.0	38.0	13.0	502.0
MH1_01	2016-06-06 12:34:56	13	19	M19	531.0	34.0	12.0	519.0
MH1_01	2016-06-06 12:34:56	13	20	M20	523.0	37.0	15.0	508.0
MH1_01	2016-06-06 12:34:56	13	21	M21	516.0	34.0	14.0	502.0
MH1_01	2016-06-06 12:34:56	13	22	M22	506.0	33.0	13.0	493.0
MH1_01	2016-06-06 12:34:56	14	3	N03	545.0	40.0	16.0	529.0
MH1_01	2016-06-06 12:34:56	14	4	N04	509.0	36.0	15.0	494.0
MH1_01	2016-06-06 12:34:56	14	5	N05	521.0	37.0	14.0	507.0
MH1_01	2016-06-06 12:34:56	14	6	N06	493.0	36.0	12.0	481.0
MH1_01	2016-06-06 12:34:56	14	7	N07	513.0	30.0	13.0	500.0
MH1_01	2016-06-06 12:34:56	14	8	N08	506.0	35.0	10.0	496.0
MH1_01	2016-06-06 12:34:56	14	9	N09	513.0	36.0	13.0	500.0
MH1_01	2016-06-06 12:34:56	14	10	N10	519.0	33.0	12.0	507.0
MH1_01	2016-06-06 12:34:56	14	11	N11	500.0	30.0	16.0	484.0
MH1_01	2016-06-06 12:34:56	14	12	N12	518.0	28.0	10.0	508.0
MH1_01	2016-06-06 12:34:56	14	13	N13	507.0	31.0	11.0	496.0
MH1_01	2016-06-06 12:34:56	14	14	N14	507.0	37.0	16.0	491.0
MH1_01	2016-06-06 12:34:56	14	15	N15	509.0	33.0	12.0	497.0
MH1_01	2016-06-06 12:34:56	14	16	N16	501.0	38.0	15.0	486.0
MH1_01	2016-06-06 12:34:56	14	17	N17	496.0	37.0	13.0	483.0
MH1_01	2016-06-06 12:34:56	14	18	N18	515.0	38.0	14.0	501.0
MH1_01	2016-06-06 12:34:56	14	19	N19	502.0	37.0	12.0	490.0
MH1_01	2016-06-06 12:34:56	14	20	N20	486.0	34.0	15.0	471.0
MH1_01	2016-06-06 12:34:56	14	21	N21	512.0	38.0	14.0	498.0
MH1_01	2016-06-06 12:34:56	14	22	N22	508.0	35.0	13.0	495.0
MH1_02	2016-06-06 12:34:56	3	3	C03	513.0	31.0	13.0	500.0
MH1_02	2016-06-06 12:34:56	3	4	C04	524.0	35.0	12.0	512.0
MH1_02	2016-06-06 12:34:56	3	5	C05	520.0	34.0	11.0	509.0
MH1_02	2016-06-06 12:34:56	3	6	C06	504.0	41.0	15.0	489.0
MH1_02	2016-06-06 12:34:56	3	7	C07	520.0	30.0	10.0	510.0
MH1_02	2016-06-06 12:34:56	3	8	C08	528.0	29.0	11.0	517.0
MH1_02	2016-06-06 12:34:56	3	9	C09	515.0	35.0	13.0	502.0
MH1_02	2016-06-06 12:34:56	3	10	C10	517.0	24.0	9.0	508.0
MH1_02	2016-06-06 12:34:56	3	11	C11	501.0	35.0	13.0	488.0
MH1_02	2016-06-06 12:34:56	3	12	C12	539.0	34.0	18.0	521.0
MH1_02	2016-06-06 12:34:56	3	13	C13	524.0	32.0	10.0	514.0
MH1_02	2016-06-06 12:34:56	3	14	C14	511.0	32.0	15.0	496.0
MH1_02	2016-06-06 12:34:56	3	15	C15	497.0	34.0	17.0	480.0
MH1_02	2016-06-06 12:34:56	3	16	C16	540.0	36.0	13.0	527.0
MH1_02	2016-06-06 12:34:56	3	17	C17	532.0	32.0	12.0	520.0
MH1_02	2016-06-06 12:34:56	3	18	C18	513.0	30.0	16.0	497.0
MH1_02	2016-06-06 12:34:56	3	19	C19	518.0	30.0	11.0	507.0
MH1_02	2016-06-06 12:34:56	3	20	C20	516.0	38.0	14.0	502.0
MH1_02	2016-06-06 12:34:56	3	21	C21	549.0	37.0	15.0	534.0
MH1_02	2016-06-06 12:34:56	3	22	C22	499.0	20.0	10.0	489.0
MH1_02	2016-06-06 12:34:56	4	3	D03	511.0	29.0	13.0	498.0
MH1_02	2016-06-06 12:34:56	4	4	D04	518.0	30.0	11.0	507.0
MH1_02	2016-06-06 12:34:56	4	5	D05	522.0	40.0	14.0	508.0
MH1_02	2016-06-06 12:34:56	4	6	D06	507.0	29.0	14.0	493.0
MH1_02	2016-06-06 12:34:56	4	7	D07	519.0	31.0	11.0	508.0
MH1_02	2016-06-06 12:34:56	4	8	D08	529.0	34.0	16.0	513.0
MH1_02	2016-06-06 12:34:56	4	9	D09	524.0	32.0	13.0	511.0
MH1_02	2016-06-06 12:34:56	4	10	D10	525.0	34.0	12.0	513.0
MH1_02	2016-06-06 12:34:56	4	11	D11	512.0	37.0	15.0	497.0
MH1_02	2016-06-06 12:34:56	4	12	D12	514.0	38.0	15.0	499.0
MH1_02	2016-06-06 12:34:56	4	13	D13	534.0	29.0	10.0	524.0
MH1_02	2016-06-06 12:34:56	4	14	D14	517.0	29.0	15.0	502.0
MH1_02	2016-06-06 12:34:56	4	15	D15	513.0	34.0	11.0	502.0
MH1_02	2016-06-06 12:34:56	4	16	D16	500.0	34.0	17.0	483.0
MH1_02	2016-06-06 12:34:56	4	17	D17	534.0	33.0	11.0	523.0
MH1_02	2016-06-06 12:34:56	4	18	D18	500.0	34.0	12.0	488.0
MH1_02	2016-06-06 12:34:56	4	19	D19	521.0	32.0	12.0	509.0
MH1_02	2016-06-06 12:34:56	4	20	D20	525.0	37.0	12.0	513.0
MH1_02	2016-06-06 12:34:56	4	21	D21	515.0	31.0	8.0	507.0
MH1_02	2016-06-06 12:34:56	4	22	D22	514.0	36.0	12.0	502.0
MH1_02	2016-06-06 12:34:56	5	3	E03	497.0	39.0	14.0	483.0
MH1_02	2016-06-06 12:34:56	5	4	E04	511.0	31.0	14.0	497.0
MH1_02	2016-06-06 12:34:56	5	5	E05	521.0	31.0	11.0	510.0
MH1_02	2016-06-06 12:34:56	5	6	E06	508.0	26.0	12.0	496.0
MH1_02	2016-06-06 12:34:56	5	7	E07	528.0	36.0	13.0	515.0
MH1_02	2016-06-06 12:34:56	5	8	E08	513.0	36.0	13.0	500.0
MH1_02	2016-06-06 12:34:56	5	9	E09	499.0	38.0	15.0	484.0
MH1_02	2016-06-06 12:34:56	5	10	E10	518.0	29.0	11.0	507.0
MH1_02	2016-06-06 12:34:56	5	11	E11	529.0	33.0	14.0	515.0
MH1_02	2016-06-06 12:34:56	5	12	E12	510.0	40.0	15.0	495.0
MH1_02	2016-06-06 12:34:56	5	13	E13	497.0	36.0	12.0	485.0
MH1_02	2016-06-06 12:34:56	5	14	E14	499.0	36.0	10.0	489.0
MH1_02	2016-06-06 12:34:56	5	15	E15	524.0	33.0	13.0	511.0
MH1_02	2016-06-06 12:34:56	5	16	E16	510.0	28.0	11.0	499.0
MH1_02	2016-06-06 12:34:56	5	17	E17	523.0	33.0	10.0	513.0
MH1_02	2016-06-06 12:34:56	5	18	E18	500.0	31.0	16.0	484.0
MH1_02	2016-06-06 12:34:56	5	19	E19	499.0	30.0	12.0	487.0
MH1_02	2016-06-06 12:34:56	5	20	E20	505.0	36.0	15.0	490.0
MH1_02	2016-06-06 12:34:56	5	21	E21	489.0	38.0	13.0	476.0
MH1_02	2016-06-06 12:34:56	5	22	E22	494.0	32.0	14.0	480.0
MH1_02	2016-06-06 12:34:56	6	3	F03	529.0	34.0	16.0	513.0
MH1_02	2016-06-06 12:34:56	6	4	F04	503.0	27.0	13.0	490.0
MH1_02	2016-06-06 12:34:56	6	5	F05	511.0	35.0	14.0	497.0
MH1_02	2016-06-06 12:34:56	6	6	F06	480.0	45.0	14.0	466.0
MH1_02	2016-06-06 12:34:56	6	7	F07	535.0	40.0	13.0	522.0
MH1_02	2016-06-06 12:34:56	6	8	F08	495.0	40.0	14.0	481.0
MH1_02	2016-06-06 12:34:56	6	9	F09	503.0	33.0	12.0	491.0
MH1_02	2016-06-06 12:34:56	6	10	F10	499.0	33.0	15.0	484.0
MH1_02	2016-06-06 12:34:56	6	11	F11	527.0	32.0	15.0	512.0
MH1_02	2016-06-06 12:34:56	6	12	F12	515.0	29.0	12.0	503.0
MH1_02	2016-06-06 12:34:56	6	13	F13	520.0	34.0	13.0	507.0
MH1_02	2016-06-06 12:34:56	6	14	F14	507.0	30.0	11.0	496.0
MH1_02	2016-06-06 12:34:56	6	15	F15	512.0	32.0	15.0	497.0
MH1_02	2016-06-06 12:34:56	6	16	F16	512.0	32.0	16.0	496.0
MH1_02	2016-06-06 12:34:56	6	17	F17	539.0	33.0	13.0	526.0
MH1_02	2016-06-06 12:34:56	6	18	F18	511.0	36.0	13.0	498.0
MH1_02	2016-06-06 12:34:56	6	19	F19	475.0	51.0	15.0	460.0
MH1_02	2016-06-06 12:34:56	6	20	F20	536.0	32.0	11.0	525.0
MH1_02	2016-06-06 12:34:56	6	21	F21	496.0	28.0	12.0	484.0
MH1_02	2016-06-06 12:34:56	6	22	F22	486.0	31.0	11.0	475.0
MH1_02	2016-06-06 12:34:56	7	3	G03	524.0	37.0	14.0	510.0
MH1_02	2016-06-06 12:34:56	7	4	G04	510.0	30.0	14.0	496.0
MH1_02	2016-06-06 12:34:56	7	5	G05	516.0	28.0	14.0	502.0
MH1_02	2016-06-06 12:34:56	7	6	G06	516.0	39.0	15.0	501.0
MH1_02	2016-06-06 12:34:56	7	7	G07	513.0	29.0	14.0	499.0
MH1_02	2016-06-06 12:34:56	7	8	G08	527.0	31.0	12.0	515.0
MH1_02	2016-06-06 12:34:56	7	9	G09	510.0	33.0	15.0	495.0
MH1_02	2016-06-06 12:34:56	7	10	G10	517.0	30.0	13.0	504.0
MH1_02	2016-06-06 12:34:56	7	11	G11	483.0	35.0	13.0	470.0
MH1_02	2016-06-06 12:34:56	7	12	G12	532.0	30.0	11.0	521.0
MH1_02	2016-06-06 12:34:56	7	13	G13	531.0	27.0	14.0	517.0
