barcode,cell_line,identifier,role,timepoint,well,agent1,agent2,agent3,concentration1,concentration2,concentration3
041018_combo_0,CL_1,,,time0_ctrl,C21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,C22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,C23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,C24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,D01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,D23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,D24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,E01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,E23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,E24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,F01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,F23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,F24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,G01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,G23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,G24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,H01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,H23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,H24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,I01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,I23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,I24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,J01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,J23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,J24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,K01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,K23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,K24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,L01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,L23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,L24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,M01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,M23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,M24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,N01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,N23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,N24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,O01,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O02,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O03,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O04,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O05,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O06,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O07,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O08,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O09,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O10,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O11,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O12,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O13,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O14,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O15,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O16,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O17,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O18,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O19,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O20,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O21,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O22,,,,0.0,,
041018_combo_0,CL_1,,,time0_ctrl,O23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,O24,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P01,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P02,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P03,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P04,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P05,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P06,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P07,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P08,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P09,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P10,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P11,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P12,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P13,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P14,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P15,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P16,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P17,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P18,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P19,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P20,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P21,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P22,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P23,,,,0.0,,
041018_combo_0,,,,time0_ctrl,P24,,,,0.0,,
041018_combo_1,,,,72,A01,,,,0.0,,
041018_combo_1,,,,72,A02,,,,0.0,,
041018_combo_1,,,,72,A03,,,,0.0,,
041018_combo_1,,,,72,A04,,,,0.0,,
041018_combo_1,,,,72,A05,,,,0.0,,
041018_combo_1,,,,72,A06,,,,0.0,,
041018_combo_1,,,,72,A07,,,,0.0,,
041018_combo_1,,,,72,A08,,,,0.0,,
041018_combo_1,,,,72,A09,,,,0.0,,
041018_combo_1,,,,72,A10,,,,0.0,,
041018_combo_1,,,,72,A11,,,,0.0,,
041018_combo_1,,,,72,A12,,,,0.0,,
041018_combo_1,,,,72,A13,,,,0.0,,
041018_combo_1,,,,72,A14,,,,0.0,,
041018_combo_1,,,,72,A15,,,,0.0,,
041018_combo_1,,,,72,A16,,,,0.0,,
041018_combo_1,,,,72,A17,,,,0.0,,
041018_combo_1,,,,72,A18,,,,0.0,,
041018_combo_1,,,,72,A19,,,,0.0,,
041018_combo_1,,,,72,A20,,,,0.0,,
041018_combo_1,,,,72,A21,,,,0.0,,
041018_combo_1,,,,72,A22,,,,0.0,,
041018_combo_1,,,,72,A23,,,,0.0,,
041018_combo_1,,,,72,A24,,,,0.0,,
041018_combo_1,,,,72,B01,,,,0.0,,
041018_combo_1,CL_1,"agent_1, agent_2_33",treatment,72,B02,agent_1,agent_2,,0.3162,0.01,
041018_combo_1,CL_1,DMSO,negative_control,72,B03,DMSO,,,0.0,,
041018_combo_1,CL_1,DMSO,negative_control,72,B04,DMSO,,,0.0,,
